ms2_spectrum_id,glycan_string,r_time_min,r_time,peaks_count,tic,precursor_charge,precursor_mz,H,Na,K,adduct_type
function=2 process=0 scan=829,Hex3HexNAc5dHex1,28.20701599,1692.420959,1890,905048,2,962.3764648,1,0,1,H1K1
function=2 process=0 scan=833,Hex3HexNAc5dHex1,28.38604927,1703.162956,1510,376398,2,962.3744507,1,0,1,H1K1
function=2 process=0 scan=839,Hex3HexNAc5dHex1,28.58183289,1714.909973,957,118968,2,962.3745728,1,0,1,H1K1
function=2 process=0 scan=846,Hex3HexNAc5dHex1,28.7744503,1726.467018,924,79286,2,962.3723145,1,0,1,H1K1
function=2 process=0 scan=847,Hex3HexNAc5dHex1,28.79515076,1727.709045,449,60705,2,962.3723145,1,0,1,H1K1
function=2 process=0 scan=854,Hex3HexNAc5dHex1,28.97816658,1738.689995,788,87106,2,962.3733521,1,0,1,H1K1
function=2 process=0 scan=855,Hex3HexNAc5dHex1,28.99886703,1739.932022,478,83339,2,962.3733521,1,0,1,H1K1
function=2 process=0 scan=861,Hex3HexNAc5dHex1,29.16993332,1750.195999,994,107633,2,962.3727417,1,0,1,H1K1
function=2 process=0 scan=868,Hex3HexNAc5dHex1,29.36964989,1762.178993,831,100014,2,962.3733521,1,0,1,H1K1
function=2 process=0 scan=873,Hex3HexNAc5dHex1,29.54558372,1772.735023,1139,297499,2,962.3740845,1,0,1,H1K1
function=2 process=0 scan=877,Hex3HexNAc5dHex1,29.72220039,1783.332024,1226,405764,2,962.3743896,1,0,1,H1K1
function=2 process=0 scan=881,Hex3HexNAc5dHex1,29.90701675,1794.421005,814,109013,2,962.3751831,1,0,1,H1K1
function=4 process=0 scan=1181,Hex3HexNAc5dHex1,30.66841698,1840.105019,422,41877,2,962.37146,1,0,1,H1K1
function=4 process=0 scan=1182,Hex3HexNAc5dHex1,30.68498421,1841.099052,441,47180,2,962.37146,1,0,1,H1K1
function=3 process=0 scan=1104,Hex3HexNAc5dHex1,30.85443306,1851.265984,546,90212,2,962.3768311,1,0,1,H1K1
function=3 process=0 scan=1105,Hex3HexNAc5dHex1,30.87516594,1852.509956,542,91250,2,962.3768311,1,0,1,H1K1
function=4 process=0 scan=1142,Hex3HexNAc5dHex1,29.73080063,1783.848038,427,40141,2,981.3510132,0,0,2,K2
function=4 process=0 scan=1143,Hex3HexNAc5dHex1,29.74736595,1784.841957,419,37878,2,981.3510132,0,0,2,K2
function=5 process=0 scan=1168,Hex3HexNAc5dHex1,29.55806732,1773.484039,389,33192,2,981.3516846,0,0,2,K2
function=5 process=0 scan=1169,Hex3HexNAc5dHex1,29.5746994,1774.481964,368,34225,2,981.3516846,0,0,2,K2
function=2 process=0 scan=826,Hex3HexNAc5dHex1,28.1005497,1686.032982,1140,91881,2,981.3520508,0,0,2,K2
function=2 process=0 scan=827,Hex3HexNAc5dHex1,28.12949944,1687.769966,533,72193,2,981.3520508,0,0,2,K2
function=4 process=0 scan=1114,Hex3HexNAc5dHex1,29.08428383,1745.05703,373,18194,2,981.3521118,0,0,2,K2
function=4 process=0 scan=1115,Hex3HexNAc5dHex1,29.10498428,1746.299057,375,18776,2,981.3521118,0,0,2,K2
function=6 process=0 scan=1116,Hex3HexNAc5dHex1,27.93504906,1676.102943,458,34612,2,981.3533936,0,0,2,K2
function=6 process=0 scan=1117,Hex3HexNAc5dHex1,27.95583344,1677.350006,480,36362,2,981.3533936,0,0,2,K2
function=3 process=0 scan=1003,Hex3HexNAc5dHex1,28.2966671,1697.800026,553,64098,2,981.3536987,0,0,2,K2
function=3 process=0 scan=1004,Hex3HexNAc5dHex1,28.31356621,1698.813972,507,57691,2,981.3536987,0,0,2,K2
function=4 process=0 scan=1064,Hex5HexNAc2,27.88468361,1673.081017,360,35101,2,746.7823486,1,0,1,H1K1
function=5 process=0 scan=1098,Hex5HexNAc2,27.888834,1673.33004,426,38701,2,727.8043213,2,0,0,H2
function=4 process=0 scan=1065,Hex5HexNAc2,27.89713287,1673.827972,419,42863,2,746.7823486,1,0,1,H1K1
function=5 process=0 scan=1099,Hex5HexNAc2,27.90128326,1674.076996,451,44544,2,727.8043213,2,0,0,H2
function=2 process=0 scan=825,Hex5HexNAc2,28.05801582,1683.480949,1263,193821,2,746.7835693,1,0,1,H1K1
function=3 process=0 scan=996,Hex5HexNAc2,28.06220055,1683.732033,665,138620,2,727.8063965,2,0,0,H2
function=4 process=0 scan=1076,Hex5HexNAc2,28.16841698,1690.105019,308,51195,1,1454.599609,1,0,0,H1
function=4 process=0 scan=1077,Hex5HexNAc2,28.18501663,1691.100998,277,44265,1,1454.599609,1,0,0,H1
function=2 process=0 scan=830,Hex5HexNAc2,28.24996758,1694.998055,1173,327588,2,746.7846069,1,0,1,H1K1
function=3 process=0 scan=1002,Hex5HexNAc2,28.25416756,1695.250053,766,238025,2,727.8059692,2,0,0,H2
function=3 process=0 scan=1008,Hex5HexNAc2,28.43239975,1705.943985,470,80710,2,746.7838135,1,0,1,H1K1
function=4 process=0 scan=1088,Hex5HexNAc2,28.43656731,1706.194038,521,72289,2,727.8061523,2,0,0,H2
function=3 process=0 scan=1009,Hex5HexNAc2,28.45318413,1707.191048,437,61481,2,746.7838135,1,0,1,H1K1
function=4 process=0 scan=1089,Hex5HexNAc2,28.45731735,1707.439041,500,53872,2,727.8061523,2,0,0,H2
function=5 process=0 scan=1130,Hex5HexNAc2,28.63961601,1718.376961,444,30214,2,727.8057861,2,0,0,H2
function=5 process=0 scan=1131,Hex5HexNAc2,28.66033363,1719.620018,404,30375,2,727.8057861,2,0,0,H2
function=5 process=0 scan=1132,Hex5HexNAc2,28.68865013,1721.319008,349,18315,2,746.7830811,1,0,1,H1K1
function=5 process=0 scan=1133,Hex5HexNAc2,28.70936584,1722.561951,325,17362,2,746.7830811,1,0,1,H1K1
function=4 process=0 scan=1104,Hex5HexNAc2,28.83158302,1729.894981,402,28278,2,727.8056641,2,0,0,H2
function=4 process=0 scan=1105,Hex5HexNAc2,28.85230064,1731.138039,384,25331,2,727.8056641,2,0,0,H2
function=6 process=0 scan=1156,Hex5HexNAc2,28.88890076,1733.334045,317,13814,2,746.7821655,1,0,1,H1K1
function=6 process=0 scan=1157,Hex5HexNAc2,28.90961647,1734.576988,281,11641,2,746.7821655,1,0,1,H1K1
function=5 process=0 scan=1108,Hex4HexNAc4,28.1211834,1687.271004,471,34225,2,849.8550415,2,0,0,H2
function=5 process=0 scan=1109,Hex4HexNAc4,28.1421833,1688.530998,449,34122,2,849.8550415,2,0,0,H2
function=6 process=0 scan=1148,Hex4HexNAc4,28.69278336,1721.567001,425,39945,2,849.8544922,2,0,0,H2
function=6 process=0 scan=1149,Hex4HexNAc4,28.71351624,1722.810974,411,36975,2,849.8544922,2,0,0,H2
function=2 process=0 scan=862,Hex3HexNAc6dHex1,29.21471596,1752.882957,745,29955,2,1044.933838,2,0,0,H2
function=2 process=0 scan=863,Hex3HexNAc6dHex1,29.23545074,1754.127045,440,22823,2,1044.933838,2,0,0,H2
function=3 process=0 scan=1042,Hex3HexNAc6dHex1,29.26786613,1756.071968,463,35167,2,1044.933472,2,0,0,H2
function=3 process=0 scan=1043,Hex3HexNAc6dHex1,29.28856659,1757.313995,476,41895,2,1044.933472,2,0,0,H2
function=2 process=0 scan=871,Hex3HexNAc6dHex1,29.46368408,1767.821045,1241,202086,2,1044.935669,2,0,0,H2
function=2 process=0 scan=874,Hex3HexNAc6dHex1,29.5908165,1775.44899,1424,302130,2,1044.935791,2,0,0,H2
function=3 process=0 scan=1058,Hex3HexNAc6dHex1,29.68535042,1781.121025,933,216571,2,1044.936279,2,0,0,H2
function=2 process=0 scan=878,Hex3HexNAc6dHex1,29.77555084,1786.533051,1170,120838,2,1044.934814,2,0,0,H2
function=3 process=0 scan=1064,Hex3HexNAc6dHex1,29.86603355,1791.962013,610,61703,2,1044.936035,2,0,0,H2
function=3 process=0 scan=1065,Hex3HexNAc6dHex1,29.88265038,1792.959023,582,57694,2,1044.936035,2,0,0,H2
function=4 process=0 scan=1154,Hex3HexNAc6dHex1,30.00589943,1800.353966,641,85843,2,1044.935059,2,0,0,H2
function=4 process=0 scan=1155,Hex3HexNAc6dHex1,30.02666664,1801.599998,621,85222,2,1044.935059,2,0,0,H2
function=4 process=0 scan=1156,Hex3HexNAc6dHex1,30.05546761,1803.328056,593,68095,2,1044.935913,2,0,0,H2
function=4 process=0 scan=1157,Hex3HexNAc6dHex1,30.07211685,1804.327011,633,68553,2,1044.935913,2,0,0,H2
function=5 process=0 scan=1198,Hex3HexNAc6dHex1,30.25396729,1815.238037,608,105811,2,1044.934448,2,0,0,H2
function=5 process=0 scan=1203,Hex3HexNAc6dHex1,30.38299942,1822.979965,527,43691,2,1044.931885,2,0,0,H2
function=5 process=0 scan=1204,Hex3HexNAc6dHex1,30.39576721,1823.746033,479,39704,2,1044.931885,2,0,0,H2
function=4 process=0 scan=1171,Hex3HexNAc6dHex1,30.42051697,1825.231018,526,49706,2,1044.931885,2,0,0,H2
function=4 process=0 scan=1172,Hex3HexNAc6dHex1,30.44126701,1826.476021,531,44123,2,1044.931885,2,0,0,H2
function=5 process=0 scan=1211,Hex3HexNAc6dHex1,30.57361603,1834.416962,410,24460,2,1044.933838,2,0,0,H2
function=5 process=0 scan=1212,Hex3HexNAc6dHex1,30.59833336,1835.900002,375,20804,2,1044.933838,2,0,0,H2
function=3 process=0 scan=1098,Hex3HexNAc6dHex1,30.70978355,1842.587013,447,28787,2,1044.931152,2,0,0,H2
function=3 process=0 scan=1099,Hex3HexNAc6dHex1,30.73064995,1843.838997,445,27241,2,1044.931152,2,0,0,H2
function=2 process=0 scan=906,Hex3HexNAc6dHex1,30.75530052,1845.318031,880,38073,2,1044.93335,2,0,0,H2
function=2 process=0 scan=907,Hex3HexNAc6dHex1,30.7760334,1846.562004,374,22990,2,1044.93335,2,0,0,H2
function=5 process=0 scan=1227,Hex3HexNAc6dHex1,30.962183,1857.73098,392,20709,2,1044.934326,2,0,0,H2
function=5 process=0 scan=1228,Hex3HexNAc6dHex1,30.98288345,1858.973007,421,23353,2,1044.934326,2,0,0,H2
function=5 process=0 scan=1229,Hex3HexNAc6dHex1,31.02023315,1861.213989,418,33009,2,1044.934326,2,0,0,H2
function=5 process=0 scan=1230,Hex3HexNAc6dHex1,31.04096603,1862.457962,504,42644,2,1044.934326,2,0,0,H2
function=2 process=0 scan=922,Hex3HexNAc6dHex1,31.20210075,1872.126045,1324,236054,2,1044.934326,2,0,0,H2
function=2 process=0 scan=924,Hex3HexNAc6dHex1,31.28899956,1877.339973,1637,445534,2,1044.935425,2,0,0,H2
function=2 process=0 scan=928,Hex3HexNAc6dHex1,31.43938255,1886.362953,1876,682173,2,1044.935913,2,0,0,H2
function=2 process=0 scan=934,Hex3HexNAc6dHex1,31.61054993,1896.632996,1623,379187,2,1044.934692,2,0,0,H2
function=2 process=0 scan=936,Hex3HexNAc6dHex1,31.69308281,1901.584969,1261,184592,2,1044.934937,2,0,0,H2
function=2 process=0 scan=939,Hex3HexNAc6dHex1,31.78398323,1907.038994,956,100187,2,1044.935303,2,0,0,H2
function=2 process=0 scan=945,Hex3HexNAc6dHex1,31.98155022,1918.893013,916,70589,2,1044.934937,2,0,0,H2
function=2 process=0 scan=946,Hex3HexNAc6dHex1,32.00230026,1920.138016,458,52275,2,1044.934937,2,0,0,H2
function=2 process=0 scan=947,Hex3HexNAc6dHex1,32.03094864,1921.856918,831,61285,2,1044.936035,2,0,0,H2
function=2 process=0 scan=948,Hex3HexNAc6dHex1,32.05166626,1923.099976,479,49151,2,1044.936035,2,0,0,H2
function=3 process=0 scan=1157,Hex3HexNAc6dHex1,32.2407341,1934.444046,399,30595,2,1044.935425,2,0,0,H2
function=3 process=0 scan=1158,Hex3HexNAc6dHex1,32.26148224,1935.688934,384,23631,2,1044.935425,2,0,0,H2
function=6 process=0 scan=1303,Hex3HexNAc6dHex1,32.40286636,1944.171982,370,21242,2,1044.933105,2,0,0,H2
function=6 process=0 scan=1304,Hex3HexNAc6dHex1,32.41535187,1944.921112,379,20976,2,1044.933105,2,0,0,H2
function=4 process=0 scan=1254,Hex3HexNAc6dHex1,32.48215103,1948.929062,390,24557,2,1044.934204,2,0,0,H2
function=4 process=0 scan=1255,Hex3HexNAc6dHex1,32.49485016,1949.69101,403,24674,2,1044.934204,2,0,0,H2
function=4 process=0 scan=1261,Hex3HexNAc6dHex1,32.66260147,1959.756088,437,29196,2,1044.936646,2,0,0,H2
function=4 process=0 scan=1262,Hex3HexNAc6dHex1,32.67501831,1960.501099,412,26920,2,1044.936646,2,0,0,H2
function=5 process=0 scan=1307,Hex3HexNAc6dHex1,32.8302002,1969.812012,365,16859,2,1044.933105,2,0,0,H2
function=5 process=0 scan=1308,Hex3HexNAc6dHex1,32.84263229,1970.557938,353,16287,2,1044.933105,2,0,0,H2
function=5 process=0 scan=1315,Hex3HexNAc6dHex1,33.0201683,1981.210098,301,15135,2,1044.932861,2,0,0,H2
function=5 process=0 scan=1316,Hex3HexNAc6dHex1,33.04086685,1982.452011,326,15676,2,1044.932861,2,0,0,H2
function=4 process=0 scan=1278,Hex3HexNAc6dHex1,33.07361603,1984.416962,318,16185,2,1044.930908,2,0,0,H2
function=4 process=0 scan=1279,Hex3HexNAc6dHex1,33.09426498,1985.655899,345,16902,2,1044.930908,2,0,0,H2
function=2 process=0 scan=986,Hex3HexNAc6dHex1,33.21311569,1992.786942,725,28436,2,1044.935059,2,0,0,H2
function=2 process=0 scan=987,Hex3HexNAc6dHex1,33.23379898,1994.027939,318,14841,2,1044.935059,2,0,0,H2
function=6 process=0 scan=1349,Hex3HexNAc6dHex1,33.48376846,2009.026108,275,10236,2,1044.930176,2,0,0,H2
function=6 process=0 scan=1350,Hex3HexNAc6dHex1,33.50443268,2010.265961,265,10169,2,1044.930176,2,0,0,H2
function=5 process=0 scan=1339,Hex3HexNAc6dHex1,33.62763214,2017.657928,262,9436,2,1044.930054,2,0,0,H2
function=5 process=0 scan=1340,Hex3HexNAc6dHex1,33.64830017,2018.89801,266,9367,2,1044.930054,2,0,0,H2
function=4 process=0 scan=1122,Hex3HexNAc6dHex1,29.27199936,1756.319962,321,30970,2,1063.911377,1,0,1,H1K1
function=4 process=0 scan=1123,Hex3HexNAc6dHex1,29.29271698,1757.563019,343,39973,2,1063.911377,1,0,1,H1K1
function=5 process=0 scan=1158,Hex3HexNAc6dHex1,29.3249836,1759.499016,436,57274,2,1063.911865,1,0,1,H1K1
function=5 process=0 scan=1159,Hex3HexNAc6dHex1,29.35378265,1761.226959,495,76207,2,1063.911865,1,0,1,H1K1
function=3 process=0 scan=1050,Hex3HexNAc6dHex1,29.46788406,1768.073044,654,177493,2,1063.912231,1,0,1,H1K1
function=3 process=0 scan=1051,Hex3HexNAc6dHex1,29.50873375,1770.524025,726,209504,2,1063.910889,1,0,1,H1K1
function=2 process=0 scan=875,Hex3HexNAc6dHex1,29.63598251,1778.158951,1134,241206,2,1063.912598,1,0,1,H1K1
function=4 process=0 scan=1146,Hex3HexNAc6dHex1,29.82914925,1789.748955,498,70003,2,1063.912354,1,0,1,H1K1
function=4 process=0 scan=1147,Hex3HexNAc6dHex1,29.84160042,1790.496025,476,66799,2,1063.912354,1,0,1,H1K1
function=5 process=0 scan=1182,Hex3HexNAc6dHex1,29.87433243,1792.459946,438,59382,2,1063.911377,1,0,1,H1K1
function=5 process=0 scan=1183,Hex3HexNAc6dHex1,29.89096642,1793.457985,442,55674,2,1063.911377,1,0,1,H1K1
function=4 process=0 scan=1158,Hex3HexNAc6dHex1,30.10096741,1806.058044,561,75027,2,1063.913696,1,0,1,H1K1
function=4 process=0 scan=1159,Hex3HexNAc6dHex1,30.11753273,1807.051964,538,77044,2,1063.913696,1,0,1,H1K1
function=4 process=0 scan=1175,Hex3HexNAc6dHex1,30.51991653,1831.194992,354,27488,2,1063.911255,1,0,1,H1K1
function=4 process=0 scan=1176,Hex3HexNAc6dHex1,30.54061699,1832.437019,364,27085,2,1063.911255,1,0,1,H1K1
function=6 process=0 scan=1246,Hex3HexNAc6dHex1,31.02436638,1861.461983,330,29289,2,1063.909912,1,0,1,H1K1
function=6 process=0 scan=1247,Hex3HexNAc6dHex1,31.04511642,1862.706985,330,35415,2,1063.909912,1,0,1,H1K1
function=3 process=0 scan=1118,Hex3HexNAc6dHex1,31.20630074,1872.378044,675,234740,2,1063.910645,1,0,1,H1K1
function=2 process=0 scan=923,Hex3HexNAc6dHex1,31.24341583,1874.60495,1130,320002,2,1063.911865,1,0,1,H1K1
function=2 process=0 scan=927,Hex3HexNAc6dHex1,31.38509941,1883.105965,1424,585091,2,1063.913574,1,0,1,H1K1
function=3 process=0 scan=1127,Hex3HexNAc6dHex1,31.44363403,1886.618042,1019,618261,2,1063.913574,1,0,1,H1K1
function=3 process=0 scan=1133,Hex3HexNAc6dHex1,31.61478424,1896.887054,845,399060,2,1063.913208,1,0,1,H1K1
function=3 process=0 scan=1136,Hex3HexNAc6dHex1,31.69728279,1901.836967,587,198296,2,1063.913452,1,0,1,H1K1
function=2 process=0 scan=942,Hex3HexNAc6dHex1,31.88726616,1913.23597,742,102922,2,1063.911987,1,0,1,H1K1
function=3 process=0 scan=1145,Hex3HexNAc6dHex1,31.93648338,1916.189003,403,81689,2,1063.911621,1,0,1,H1K1
function=3 process=0 scan=1146,Hex3HexNAc6dHex1,31.95718384,1917.43103,392,75657,2,1063.911621,1,0,1,H1K1
function=2 process=0 scan=949,Hex3HexNAc6dHex1,32.08053207,1924.831924,780,76646,2,1063.908203,1,0,1,H1K1
function=2 process=0 scan=950,Hex3HexNAc6dHex1,32.10123444,1926.074066,327,57981,2,1063.908203,1,0,1,H1K1
function=4 process=0 scan=1240,Hex3HexNAc6dHex1,32.138134,1928.28804,392,54320,2,1063.908203,1,0,1,H1K1
function=4 process=0 scan=1241,Hex3HexNAc6dHex1,32.15879822,1929.527893,334,49842,2,1063.908203,1,0,1,H1K1
function=3 process=0 scan=1159,Hex3HexNAc6dHex1,32.29026794,1937.416077,328,26608,2,1063.914429,1,0,1,H1K1
function=3 process=0 scan=1160,Hex3HexNAc6dHex1,32.31098175,1938.658905,284,22641,2,1063.914429,1,0,1,H1K1
function=6 process=0 scan=1307,Hex3HexNAc6dHex1,32.49069977,1949.441986,294,19439,2,1063.915527,1,0,1,H1K1
function=6 process=0 scan=1308,Hex3HexNAc6dHex1,32.50313187,1950.187912,297,18318,2,1063.915527,1,0,1,H1K1
function=5 process=0 scan=1295,Hex3HexNAc6dHex1,32.57461548,1954.476929,313,19240,2,1063.910522,1,0,1,H1K1
function=5 process=0 scan=1296,Hex3HexNAc6dHex1,32.58288193,1954.972916,300,17601,2,1063.910522,1,0,1,H1K1
function=5 process=0 scan=1299,Hex3HexNAc6dHex1,32.66675186,1960.005112,300,19348,2,1063.912964,1,0,1,H1K1
function=5 process=0 scan=1300,Hex3HexNAc6dHex1,32.67916489,1960.749893,282,18971,2,1063.912964,1,0,1,H1K1
function=5 process=0 scan=1323,Hex3HexNAc6dHex1,33.22553253,1993.531952,263,14064,2,1063.914307,1,0,1,H1K1
function=5 process=0 scan=1324,Hex3HexNAc6dHex1,33.24620056,1994.772034,236,13900,2,1063.914307,1,0,1,H1K1
function=5 process=0 scan=1335,Hex3HexNAc6dHex1,33.52886581,2011.731949,199,8673,2,1063.911499,1,0,1,H1K1
function=5 process=0 scan=1336,Hex3HexNAc6dHex1,33.54951477,2012.970886,210,8514,2,1063.911499,1,0,1,H1K1
function=5 process=0 scan=1174,Hex3HexNAc6dHex1,29.69368362,1781.621017,579,47464,3,696.9609375,3,0,0,H3
function=5 process=0 scan=1175,Hex3HexNAc6dHex1,29.70613289,1782.367973,539,43626,3,696.9609375,3,0,0,H3
function=4 process=0 scan=1211,Hex3HexNAc6dHex1,31.39346695,1883.608017,702,97884,3,696.9609985,3,0,0,H3
function=4 process=0 scan=1212,Hex3HexNAc6dHex1,31.41824913,1885.094948,710,108653,3,696.9609985,3,0,0,H3
function=3 process=0 scan=1128,Hex3HexNAc6dHex1,31.47721672,1888.633003,638,101158,3,696.9597778,3,0,0,H3
function=3 process=0 scan=1131,Hex3HexNAc6dHex1,31.5649662,1893.897972,601,77514,3,696.9609375,3,0,0,H3
function=3 process=0 scan=1132,Hex3HexNAc6dHex1,31.58571625,1895.142975,545,73683,3,696.9609375,3,0,0,H3
function=3 process=0 scan=1137,Hex3HexNAc6dHex1,31.73878288,1904.326973,434,41788,3,696.960083,3,0,0,H3
function=3 process=0 scan=1138,Hex3HexNAc6dHex1,31.7595005,1905.57003,468,43306,3,696.960083,3,0,0,H3
function=4 process=0 scan=1126,Hex3HexNAc6dHex1,29.37795067,1762.67704,522,25644,3,709.6141968,2,0,1,H2K1
function=4 process=0 scan=1127,Hex3HexNAc6dHex1,29.39451599,1763.670959,495,26826,3,709.6141968,2,0,1,H2K1
function=6 process=0 scan=1184,Hex3HexNAc6dHex1,29.56223297,1773.733978,631,44222,3,709.6103516,2,0,1,H2K1
function=6 process=0 scan=1185,Hex3HexNAc6dHex1,29.57884979,1774.730988,607,42923,3,709.6103516,2,0,1,H2K1
function=4 process=0 scan=1205,Hex3HexNAc6dHex1,31.2517662,1875.105972,695,70721,3,709.6100464,2,0,1,H2K1
function=4 process=0 scan=1206,Hex3HexNAc6dHex1,31.26838303,1876.102982,653,63531,3,709.6100464,2,0,1,H2K1
function=4 process=0 scan=1213,Hex3HexNAc6dHex1,31.44783401,1886.870041,821,107465,3,709.6133423,2,0,1,H2K1
function=5 process=0 scan=1255,Hex3HexNAc6dHex1,31.62310028,1897.386017,641,64362,3,709.6112671,2,0,1,H2K1
function=5 process=0 scan=1256,Hex3HexNAc6dHex1,31.63141632,1897.884979,625,64681,3,709.6112671,2,0,1,H2K1
function=3 process=0 scan=1139,Hex3HexNAc6dHex1,31.78816605,1907.289963,463,28221,3,709.6126099,2,0,1,H2K1
function=3 process=0 scan=1140,Hex3HexNAc6dHex1,31.80470085,1908.282051,459,30017,3,709.6126099,2,0,1,H2K1
function=5 process=0 scan=1271,Hex3HexNAc6dHex1,31.99401665,1919.640999,414,22703,3,709.607666,2,0,1,H2K1
function=5 process=0 scan=1272,Hex3HexNAc6dHex1,32.01473236,1920.883942,423,23506,3,709.607666,2,0,1,H2K1
function=4 process=0 scan=1136,Hex3HexNAc6dHex1,29.5991497,1775.948982,490,28856,3,722.2633667,1,0,2,H1K2
function=4 process=0 scan=1137,Hex3HexNAc6dHex1,29.6157341,1776.944046,521,30663,3,722.2633667,1,0,2,H1K2
function=4 process=0 scan=1201,Hex3HexNAc6dHex1,31.16071701,1869.643021,498,43546,3,722.269043,1,0,2,H1K2
function=4 process=0 scan=1202,Hex3HexNAc6dHex1,31.18144989,1870.886993,538,44874,3,722.269043,1,0,2,H1K2
function=2 process=0 scan=925,Hex3HexNAc6dHex1,31.33494949,1880.09697,1111,76062,3,722.2629395,1,0,2,H1K2
function=2 process=0 scan=926,Hex3HexNAc6dHex1,31.35578346,1881.347008,562,55305,3,722.2629395,1,0,2,H1K2
function=3 process=0 scan=1129,Hex3HexNAc6dHex1,31.5190506,1891.143036,627,67194,3,722.2648315,1,0,2,H1K2
function=3 process=0 scan=1130,Hex3HexNAc6dHex1,31.53566742,1892.140045,568,62889,3,722.2648315,1,0,2,H1K2
function=4 process=0 scan=1222,Hex3HexNAc6dHex1,31.70145035,1902.087021,467,29290,3,722.2646484,1,0,2,H1K2
function=4 process=0 scan=1223,Hex3HexNAc6dHex1,31.71393394,1902.836037,449,25573,3,722.2646484,1,0,2,H1K2
function=4 process=0 scan=1230,Hex3HexNAc6dHex1,31.89554977,1913.732986,416,19327,3,722.2662354,1,0,2,H1K2
function=4 process=0 scan=1231,Hex3HexNAc6dHex1,31.91209984,1914.72599,388,19047,3,722.2662354,1,0,2,H1K2
function=5 process=0 scan=1188,Hex4HexNAc4dHex1,30.01006699,1800.604019,441,26842,2,922.8839111,2,0,0,H2
function=5 process=0 scan=1189,Hex4HexNAc4dHex1,30.0308342,1801.850052,417,27852,2,922.8839111,2,0,0,H2
function=3 process=0 scan=1078,Hex4HexNAc4dHex1,30.19581604,1811.748962,502,39633,2,922.8853149,2,0,0,H2
function=5 process=0 scan=1196,Hex4HexNAc4dHex1,30.20413399,1812.248039,435,44938,2,941.8598022,1,0,1,H1K1
function=3 process=0 scan=1079,Hex4HexNAc4dHex1,30.21658325,1812.994995,492,38014,2,922.8853149,2,0,0,H2
function=5 process=0 scan=1197,Hex4HexNAc4dHex1,30.22489929,1813.493958,442,42568,2,941.8598022,1,0,1,H1K1
function=6 process=0 scan=1220,Hex4HexNAc4dHex1,30.38716698,1823.230019,457,24160,2,922.8851929,2,0,0,H2
function=6 process=0 scan=1221,Hex4HexNAc4dHex1,30.39990044,1823.994026,468,23384,2,922.8851929,2,0,0,H2
function=6 process=0 scan=1230,Hex4HexNAc4dHex1,30.63121605,1837.872963,511,28706,2,922.883606,2,0,0,H2
function=6 process=0 scan=1231,Hex4HexNAc4dHex1,30.64781761,1838.869057,453,27838,2,922.883606,2,0,0,H2
function=4 process=0 scan=1236,Hex4HexNAc4dHex1,32.03923416,1922.35405,394,25905,2,922.8780518,2,0,0,H2
function=4 process=0 scan=1237,Hex4HexNAc4dHex1,32.05993271,1923.595963,365,28007,2,922.8780518,2,0,0,H2
function=5 process=0 scan=1275,Hex4HexNAc4dHex1,32.09296799,1925.578079,353,28300,2,941.8579102,1,0,1,H1K1
function=5 process=0 scan=1276,Hex4HexNAc4dHex1,32.11365128,1926.819077,357,30305,2,941.8579102,1,0,1,H1K1
function=2 process=0 scan=955,Hex4HexNAc4dHex1,32.22841644,1933.704987,935,76704,2,922.8809204,2,0,0,H2
function=2 process=0 scan=956,Hex4HexNAc4dHex1,32.25733185,1935.439911,562,72227,2,922.8809204,2,0,0,H2
function=2 process=0 scan=957,Hex4HexNAc4dHex1,32.28609848,1937.165909,843,75114,2,941.8618774,1,0,1,H1K1
function=2 process=0 scan=958,Hex4HexNAc4dHex1,32.30685043,1938.411026,456,62327,2,941.8618774,1,0,1,H1K1
function=3 process=0 scan=1164,Hex4HexNAc4dHex1,32.43191528,1945.914917,512,43605,2,922.8824463,2,0,0,H2
function=3 process=0 scan=1165,Hex4HexNAc4dHex1,32.4485321,1946.911926,505,37061,2,922.8824463,2,0,0,H2
function=4 process=0 scan=1162,Hex5HexNAc3,30.19996643,1811.997986,429,39096,2,829.3430786,2,0,0,H2
function=6 process=0 scan=1212,Hex5HexNAc3,30.20826721,1812.496033,393,47314,1,848.322876,1,0,1,H1K1
function=4 process=0 scan=1163,Hex5HexNAc3,30.22073364,1813.244019,447,44443,2,829.3430786,2,0,0,H2
function=6 process=0 scan=1213,Hex5HexNAc3,30.22903252,1813.741951,418,51180,1,848.322876,1,0,1,H1K1
function=2 process=0 scan=894,Hex5HexNAc3,30.37050056,1822.230034,956,117557,2,829.3424072,2,0,0,H2
function=3 process=0 scan=1085,Hex5HexNAc3,30.37466621,1822.479973,553,113147,2,848.3206177,1,0,1,H1K1
function=2 process=0 scan=901,Hex5HexNAc3,30.56113243,1833.667946,938,130208,2,829.3413696,2,0,0,H2
function=3 process=0 scan=1092,Hex5HexNAc3,30.56529999,1833.917999,460,66839,2,848.319519,1,0,1,H1K1
function=3 process=0 scan=1093,Hex5HexNAc3,30.59003258,1835.401955,441,51705,2,848.319519,1,0,1,H1K1
function=6 process=0 scan=1216,Hex3HexNAc4dHex2,30.30386734,1818.23204,402,25144,2,914.8855591,2,0,0,H2
function=6 process=0 scan=1217,Hex3HexNAc4dHex2,30.31653404,1818.992043,453,25864,2,914.8855591,2,0,0,H2
