ms2_spectrum_id,glycan_string,r_time_min,r_time,peaks_count,tic,precursor_charge,precursor_mz,H,Na,K,adduct_type
function=2 process=0 scan=1022,Hex4HexNAc4dHex2,34.11523438,2046.914063,785,111216,2,1014.888733,1,0,1,H1K1
function=2 process=0 scan=1027,Hex4HexNAc4dHex2,34.25944901,2055.56694,858,50295,2,995.9107056,2,0,0,H2
function=3 process=0 scan=1233,Hex4HexNAc4dHex2,34.26361847,2055.817108,423,49492,2,1014.891296,1,0,1,H1K1
function=2 process=0 scan=1028,Hex4HexNAc4dHex2,34.28018188,2056.810913,434,32365,2,995.9107056,2,0,0,H2
function=3 process=0 scan=1234,Hex4HexNAc4dHex2,34.29243469,2057.546082,339,41756,2,1014.891296,1,0,1,H1K1
function=5 process=0 scan=1349,Hex3HexNAc6dHex2,33.87329865,2032.397919,313,16328,2,1117.966797,2,0,0,H2
function=5 process=0 scan=1350,Hex3HexNAc6dHex2,33.90208435,2034.125061,351,18142,2,1117.966797,2,0,0,H2
function=6 process=0 scan=1369,Hex3HexNAc6dHex2,33.98419952,2039.051971,321,26403,2,1136.936523,1,0,1,H1K1
function=6 process=0 scan=1370,Hex3HexNAc6dHex2,34.00490189,2040.294113,296,24859,2,1136.936523,1,0,1,H1K1
function=4 process=0 scan=1318,Hex3HexNAc6dHex2,34.07431793,2044.459076,419,23911,2,1117.964355,2,0,0,H2
function=4 process=0 scan=1319,Hex3HexNAc6dHex2,34.09506607,2045.703964,387,23327,2,1117.964355,2,0,0,H2
function=5 process=0 scan=1361,Hex3HexNAc6dHex2,34.17308426,2050.385056,338,18776,2,1117.961548,2,0,0,H2
function=5 process=0 scan=1362,Hex3HexNAc6dHex2,34.19378281,2051.626968,355,17042,2,1117.961548,2,0,0,H2
function=6 process=0 scan=1385,Hex3HexNAc6dHex2,34.38283157,2062.969894,408,20063,2,1117.96228,2,0,0,H2
function=6 process=0 scan=1386,Hex3HexNAc6dHex2,34.40353394,2064.212036,342,19139,2,1117.96228,2,0,0,H2
function=2 process=0 scan=1035,Hex3HexNAc6dHex2,34.46478271,2067.886963,786,39834,2,1117.962524,2,0,0,H2
function=4 process=0 scan=1334,Hex3HexNAc6dHex2,34.4730835,2068.38501,299,29524,2,1136.94043,1,0,1,H1K1
function=2 process=0 scan=1036,Hex3HexNAc6dHex2,34.48548508,2069.129105,389,27939,2,1117.962524,2,0,0,H2
function=4 process=0 scan=1335,Hex3HexNAc6dHex2,34.49401855,2069.641113,295,32261,2,1136.94043,1,0,1,H1K1
function=5 process=0 scan=1375,Hex3HexNAc6dHex2,34.52664948,2071.598969,327,37108,2,1136.94043,1,0,1,H1K1
function=5 process=0 scan=1376,Hex3HexNAc6dHex2,34.54738235,2072.842941,325,39549,2,1136.94043,1,0,1,H1K1
function=5 process=0 scan=1377,Hex3HexNAc6dHex2,34.57600021,2074.560013,339,15863,3,770.9486084,1,0,2,H1K2
function=5 process=0 scan=1378,Hex3HexNAc6dHex2,34.59669876,2075.801926,354,16996,3,770.9486084,1,0,2,H1K2
function=6 process=0 scan=1395,Hex3HexNAc6dHex2,34.62943268,2077.765961,388,21027,3,758.2980957,2,0,1,H2K1
function=6 process=0 scan=1396,Hex3HexNAc6dHex2,34.65016556,2079.009933,422,22029,3,758.2980957,2,0,1,H2K1
function=2 process=0 scan=1043,Hex3HexNAc6dHex2,34.66246796,2079.748077,994,70945,2,1117.962646,2,0,0,H2
function=2 process=0 scan=1044,Hex3HexNAc6dHex2,34.68320084,2080.99205,504,58065,2,1117.962646,2,0,0,H2
function=3 process=0 scan=1251,Hex3HexNAc6dHex2,34.72376633,2083.42598,442,76019,2,1136.939453,1,0,1,H1K1
function=6 process=0 scan=1399,Hex3HexNAc6dHex2,34.73618317,2084.17099,391,19677,3,745.6454468,3,0,0,H3
function=3 process=0 scan=1252,Hex3HexNAc6dHex2,34.74471664,2084.682999,397,65113,2,1136.939453,1,0,1,H1K1
function=6 process=0 scan=1400,Hex3HexNAc6dHex2,34.75713348,2085.428009,352,17587,3,745.6454468,3,0,0,H3
function=3 process=0 scan=1253,Hex3HexNAc6dHex2,34.77313232,2086.387939,404,21008,3,770.9477539,1,0,2,H1K2
function=3 process=0 scan=1254,Hex3HexNAc6dHex2,34.79383469,2087.630081,371,19452,3,770.9477539,1,0,2,H1K2
function=3 process=0 scan=1257,Hex3HexNAc6dHex2,34.87151718,2092.291031,424,32593,2,1117.960327,2,0,0,H2
function=3 process=0 scan=1258,Hex3HexNAc6dHex2,34.89220047,2093.532028,387,28419,2,1117.960327,2,0,0,H2
function=4 process=0 scan=1352,Hex3HexNAc6dHex2,34.92463303,2095.477982,286,24472,2,1136.94165,1,0,1,H1K1
function=4 process=0 scan=1353,Hex3HexNAc6dHex2,34.94528198,2096.716919,255,19466,2,1136.94165,1,0,1,H1K1
function=5 process=0 scan=1397,Hex3HexNAc6dHex2,35.0760994,2104.565964,338,13801,2,1117.95813,2,0,0,H2
function=6 process=0 scan=1413,Hex3HexNAc6dHex2,35.08021545,2104.812927,243,13067,2,1136.938232,1,0,1,H1K1
function=5 process=0 scan=1398,Hex3HexNAc6dHex2,35.10490036,2106.294022,302,13697,2,1117.95813,2,0,0,H2
function=6 process=0 scan=1414,Hex3HexNAc6dHex2,35.10901642,2106.540985,244,13973,2,1136.938232,1,0,1,H1K1
function=5 process=0 scan=1399,Hex3HexNAc6dHex2,35.13314819,2107.988892,312,14014,2,1117.963013,2,0,0,H2
function=5 process=0 scan=1400,Hex3HexNAc6dHex2,35.15381622,2109.228973,310,13852,2,1117.963013,2,0,0,H2
function=5 process=0 scan=1401,Hex3HexNAc6dHex2,35.18209839,2110.925903,273,15974,2,1136.940063,1,0,1,H1K1
function=5 process=0 scan=1402,Hex3HexNAc6dHex2,35.20275116,2112.16507,241,14970,2,1136.940063,1,0,1,H1K1
function=5 process=0 scan=1405,Hex3HexNAc6dHex2,35.28004837,2116.802902,355,16303,2,1117.961304,2,0,0,H2
function=6 process=0 scan=1421,Hex3HexNAc6dHex2,35.2841835,2117.05101,282,10130,3,770.9450073,1,0,2,H1K2
function=5 process=0 scan=1406,Hex3HexNAc6dHex2,35.3007164,2118.042984,322,15438,2,1117.961304,2,0,0,H2
function=6 process=0 scan=1422,Hex3HexNAc6dHex2,35.30485153,2118.291092,295,11325,3,770.9450073,1,0,2,H1K2
function=5 process=0 scan=1409,Hex3HexNAc6dHex2,35.3783493,2122.700958,291,24423,2,1136.94104,1,0,1,H1K1
function=5 process=0 scan=1410,Hex3HexNAc6dHex2,35.39901733,2123.94104,263,24863,2,1136.94104,1,0,1,H1K1
function=2 process=0 scan=1073,Hex3HexNAc6dHex2,35.41526794,2124.916077,802,33151,2,1117.958618,2,0,0,H2
function=2 process=0 scan=1074,Hex3HexNAc6dHex2,35.43596649,2126.15799,355,20915,2,1117.958618,2,0,0,H2
function=3 process=0 scan=1281,Hex3HexNAc6dHex2,35.46855164,2128.113098,343,14983,3,770.9483032,1,0,2,H1K2
function=3 process=0 scan=1282,Hex3HexNAc6dHex2,35.48920059,2129.352036,335,14773,3,770.9483032,1,0,2,H1K2
function=4 process=0 scan=1376,Hex3HexNAc6dHex2,35.53016663,2131.809998,379,28180,2,1117.962402,2,0,0,H2
function=4 process=0 scan=1377,Hex3HexNAc6dHex2,35.55084991,2133.050995,389,29093,2,1117.962402,2,0,0,H2
function=2 process=0 scan=1079,Hex3HexNAc6dHex2,35.57106781,2134.264069,692,66486,2,1136.943604,1,0,1,H1K1
function=6 process=0 scan=1433,Hex3HexNAc6dHex2,35.5876503,2135.259018,358,17731,3,758.2974854,2,0,1,H2K1
function=2 process=0 scan=1080,Hex3HexNAc6dHex2,35.59178162,2135.506897,344,54328,2,1136.943604,1,0,1,H1K1
function=6 process=0 scan=1434,Hex3HexNAc6dHex2,35.60833359,2136.500015,366,16591,3,758.2974854,2,0,1,H2K1
function=2 process=0 scan=1081,Hex3HexNAc6dHex2,35.62013245,2137.207947,705,63901,2,1136.943604,1,0,1,H1K1
function=2 process=0 scan=1082,Hex3HexNAc6dHex2,35.64081573,2138.448944,356,48215,2,1136.943604,1,0,1,H1K1
function=3 process=0 scan=1289,Hex3HexNAc6dHex2,35.6733017,2140.398102,308,14046,3,770.9498901,1,0,2,H1K2
function=3 process=0 scan=1290,Hex3HexNAc6dHex2,35.69396591,2141.637955,313,13594,3,770.9498901,1,0,2,H1K2
function=3 process=0 scan=1291,Hex3HexNAc6dHex2,35.72223282,2143.333969,344,20948,2,1117.963135,2,0,0,H2
function=3 process=0 scan=1292,Hex3HexNAc6dHex2,35.74290085,2144.574051,314,16273,2,1117.963135,2,0,0,H2
function=3 process=0 scan=1293,Hex3HexNAc6dHex2,35.77138519,2146.283112,319,14357,2,1117.961792,2,0,0,H2
function=3 process=0 scan=1294,Hex3HexNAc6dHex2,35.79203415,2147.522049,279,11533,2,1117.961792,2,0,0,H2
function=3 process=0 scan=1295,Hex3HexNAc6dHex2,35.82021713,2149.213028,251,15071,2,1136.940796,1,0,1,H1K1
function=3 process=0 scan=1296,Hex3HexNAc6dHex2,35.84085083,2150.45105,199,10875,2,1136.940796,1,0,1,H1K1
function=5 process=0 scan=1463,Hex3HexNAc6dHex2,36.72646713,2203.588028,309,15164,2,1117.959351,2,0,0,H2
function=5 process=0 scan=1464,Hex3HexNAc6dHex2,36.74710083,2204.82605,264,12010,2,1117.959351,2,0,0,H2
function=5 process=0 scan=1467,Hex3HexNAc6dHex2,36.82441711,2209.465027,245,18502,2,1136.939453,1,0,1,H1K1
function=5 process=0 scan=1468,Hex3HexNAc6dHex2,36.83679962,2210.207977,260,16284,2,1136.939453,1,0,1,H1K1
function=4 process=0 scan=1430,Hex3HexNAc6dHex2,36.86101532,2211.660919,241,16734,2,1136.94104,1,0,1,H1K1
function=5 process=0 scan=1469,Hex3HexNAc6dHex2,36.86515045,2211.909027,263,9595,3,770.9535522,1,0,2,H1K2
function=4 process=0 scan=1431,Hex3HexNAc6dHex2,36.88164902,2212.898941,238,16349,2,1136.94104,1,0,1,H1K1
function=5 process=0 scan=1470,Hex3HexNAc6dHex2,36.88578415,2213.147049,257,8484,3,770.9535522,1,0,2,H1K2
function=3 process=0 scan=1337,Hex3HexNAc6dHex2,36.90579987,2214.347992,296,15625,2,1117.963135,2,0,0,H2
function=3 process=0 scan=1338,Hex3HexNAc6dHex2,36.92644882,2215.586929,302,16319,2,1117.963135,2,0,0,H2
function=3 process=0 scan=1339,Hex3HexNAc6dHex2,36.95470047,2217.282028,309,14526,2,1117.961426,2,0,0,H2
function=3 process=0 scan=1340,Hex3HexNAc6dHex2,36.97533417,2218.52005,273,12684,2,1117.961426,2,0,0,H2
function=6 process=0 scan=1393,Hex5HexNAc4dHex1,34.5801506,2074.809036,360,17623,2,1003.911438,2,0,0,H2
function=6 process=0 scan=1394,Hex5HexNAc4dHex1,34.60084915,2076.050949,340,16738,2,1003.911438,2,0,0,H2
function=4 process=0 scan=1402,Hex5HexNAc4dHex1,36.17558289,2170.534973,284,14371,2,1003.910461,2,0,0,H2
function=6 process=0 scan=1457,Hex5HexNAc4dHex1,36.18384933,2171.03096,266,15304,2,1022.880432,1,0,1,H1K1
function=4 process=0 scan=1403,Hex5HexNAc4dHex1,36.19623184,2171.773911,305,14119,2,1003.910461,2,0,0,H2
function=6 process=0 scan=1458,Hex5HexNAc4dHex1,36.20451736,2172.271042,235,14359,2,1022.880432,1,0,1,H1K1
function=3 process=0 scan=1311,Hex5HexNAc4dHex1,36.22013474,2173.208084,269,17381,2,1022.885986,1,0,1,H1K1
function=3 process=0 scan=1312,Hex5HexNAc4dHex1,36.24079895,2174.447937,281,19585,2,1022.885986,1,0,1,H1K1
function=3 process=0 scan=1313,Hex5HexNAc4dHex1,36.26906586,2176.143951,361,21017,2,1003.90802,2,0,0,H2
function=3 process=0 scan=1314,Hex5HexNAc4dHex1,36.28971481,2177.382889,323,19681,2,1003.90802,2,0,0,H2
function=4 process=0 scan=1412,Hex5HexNAc4dHex1,36.42841721,2185.705032,324,36614,2,1022.886292,1,0,1,H1K1
function=5 process=0 scan=1451,Hex5HexNAc4dHex1,36.4325676,2185.954056,390,27696,2,1003.909485,2,0,0,H2
function=4 process=0 scan=1413,Hex5HexNAc4dHex1,36.44915009,2186.949005,325,37505,2,1022.886292,1,0,1,H1K1
function=5 process=0 scan=1452,Hex5HexNAc4dHex1,36.45330048,2187.198029,404,26597,2,1003.909485,2,0,0,H2
function=2 process=0 scan=1115,Hex5HexNAc4dHex1,36.46913147,2188.147888,741,39795,2,1003.909363,2,0,0,H2
function=2 process=0 scan=1116,Hex5HexNAc4dHex1,36.48983383,2189.39003,398,25756,2,1003.909363,2,0,0,H2
function=3 process=0 scan=1323,Hex5HexNAc4dHex1,36.52208328,2191.324997,298,29236,2,1022.884155,1,0,1,H1K1
function=3 process=0 scan=1324,Hex5HexNAc4dHex1,36.54271698,2192.563019,284,26105,2,1022.884155,1,0,1,H1K1
function=5 process=0 scan=1459,Hex5HexNAc4dHex1,36.62836838,2197.702103,234,13898,2,1022.88501,1,0,1,H1K1
function=5 process=0 scan=1460,Hex5HexNAc4dHex1,36.64076614,2198.445969,227,12395,2,1022.88501,1,0,1,H1K1
function=6 process=0 scan=1375,Hex3HexNAc8dHex1,34.13180161,2047.908096,382,18759,3,832.3410034,3,0,0,H3
function=6 process=0 scan=1376,Hex3HexNAc8dHex1,34.1483345,2048.90007,402,19832,3,832.3410034,3,0,0,H3
function=6 process=0 scan=1377,Hex3HexNAc8dHex1,34.17721558,2050.632935,332,20531,2,1248.010986,2,0,0,H2
function=6 process=0 scan=1378,Hex3HexNAc8dHex1,34.19791794,2051.875076,348,22721,2,1248.010986,2,0,0,H2
function=2 process=0 scan=1025,Hex3HexNAc8dHex1,34.20980072,2052.588043,905,38895,3,844.9973755,2,0,1,H2K1
function=3 process=0 scan=1231,Hex3HexNAc8dHex1,34.21396637,2052.837982,341,18551,3,857.6494141,1,0,2,H1K2
function=2 process=0 scan=1026,Hex3HexNAc8dHex1,34.23051834,2053.8311,463,27590,3,844.9973755,2,0,1,H2K1
function=3 process=0 scan=1232,Hex3HexNAc8dHex1,34.23466492,2054.079895,367,18025,3,857.6494141,1,0,2,H1K2
function=5 process=0 scan=1365,Hex3HexNAc8dHex1,34.27190018,2056.314011,273,28663,2,1266.987549,1,0,1,H1K1
function=5 process=0 scan=1366,Hex3HexNAc8dHex1,34.3007164,2058.042984,304,30755,2,1266.987549,1,0,1,H1K1
function=3 process=0 scan=1235,Hex3HexNAc8dHex1,34.32101822,2059.261093,512,35600,3,832.3453979,3,0,0,H3
function=3 process=0 scan=1236,Hex3HexNAc8dHex1,34.34170151,2060.50209,513,38484,3,832.3453979,3,0,0,H3
function=2 process=0 scan=1031,Hex3HexNAc8dHex1,34.36624908,2061.974945,777,59532,2,1248.009766,2,0,0,H2
function=2 process=0 scan=1032,Hex3HexNAc8dHex1,34.38696671,2063.218002,447,49675,2,1248.009766,2,0,0,H2
function=2 process=0 scan=1033,Hex3HexNAc8dHex1,34.41546631,2064.927979,1040,61807,3,844.9968872,2,0,1,H2K1
function=3 process=0 scan=1239,Hex3HexNAc8dHex1,34.41965103,2065.179062,464,33938,3,857.6481934,1,0,2,H1K2
function=2 process=0 scan=1034,Hex3HexNAc8dHex1,34.43621826,2066.173096,539,44818,3,844.9968872,2,0,1,H2K1
function=3 process=0 scan=1240,Hex3HexNAc8dHex1,34.44036484,2066.42189,405,30948,3,857.6481934,1,0,2,H1K2
function=3 process=0 scan=1241,Hex3HexNAc8dHex1,34.46894836,2068.136902,342,42930,2,1266.986572,1,0,1,H1K1
function=3 process=0 scan=1242,Hex3HexNAc8dHex1,34.48961639,2069.376984,282,34780,2,1266.986572,1,0,1,H1K1
function=3 process=0 scan=1243,Hex3HexNAc8dHex1,34.51834869,2071.100922,482,38399,3,832.3433838,3,0,0,H3
function=3 process=0 scan=1244,Hex3HexNAc8dHex1,34.53910065,2072.346039,484,33818,3,832.3433838,3,0,0,H3
function=2 process=0 scan=1039,Hex3HexNAc8dHex1,34.56354904,2073.812943,808,42703,2,1248.011963,2,0,0,H2
function=2 process=0 scan=1040,Hex3HexNAc8dHex1,34.58430099,2075.05806,364,28064,2,1248.011963,2,0,0,H2
function=2 process=0 scan=1041,Hex3HexNAc8dHex1,34.61283493,2076.770096,826,43061,3,844.9920044,2,0,1,H2K1
function=3 process=0 scan=1247,Hex3HexNAc8dHex1,34.61700058,2077.020035,385,22900,3,857.6477661,1,0,2,H1K2
function=2 process=0 scan=1042,Hex3HexNAc8dHex1,34.63358307,2078.014984,459,28776,3,844.9920044,2,0,1,H2K1
function=3 process=0 scan=1248,Hex3HexNAc8dHex1,34.63773346,2078.264008,369,22011,3,857.6477661,1,0,2,H1K2
function=4 process=0 scan=1344,Hex3HexNAc8dHex1,34.72791672,2083.675003,440,26436,3,832.3412476,3,0,0,H3
function=4 process=0 scan=1345,Hex3HexNAc8dHex1,34.74886703,2084.932022,387,23073,3,832.3412476,3,0,0,H3
function=4 process=0 scan=1346,Hex3HexNAc8dHex1,34.77726746,2086.636047,347,19676,2,1248.004761,2,0,0,H2
function=4 process=0 scan=1347,Hex3HexNAc8dHex1,34.79798508,2087.879105,337,18987,2,1248.004761,2,0,0,H2
function=4 process=0 scan=1348,Hex3HexNAc8dHex1,34.82646561,2089.587936,416,21184,3,844.9951172,2,0,1,H2K1
function=6 process=0 scan=1403,Hex3HexNAc8dHex1,34.83475113,2090.085068,311,16026,3,857.6411133,1,0,2,H1K2
function=4 process=0 scan=1349,Hex3HexNAc8dHex1,34.84718323,2090.830994,380,18485,3,844.9951172,2,0,1,H2K1
function=6 process=0 scan=1404,Hex3HexNAc8dHex1,34.85544968,2091.326981,303,14472,3,857.6411133,1,0,2,H1K2
function=6 process=0 scan=1407,Hex3HexNAc8dHex1,34.93289948,2095.973969,366,14880,3,832.3426514,3,0,0,H3
function=6 process=0 scan=1408,Hex3HexNAc8dHex1,34.9535675,2097.21405,304,12967,3,832.3426514,3,0,0,H3
function=6 process=0 scan=1431,Hex3HexNAc8dHex1,35.53844833,2132.3069,335,13298,3,832.3424072,3,0,0,H3
function=6 process=0 scan=1432,Hex3HexNAc8dHex1,35.55911636,2133.546982,363,14833,3,832.3424072,3,0,0,H3
function=5 process=0 scan=1419,Hex3HexNAc8dHex1,35.63254929,2137.952957,378,17246,3,844.9893799,2,0,1,H2K1
function=5 process=0 scan=1420,Hex3HexNAc8dHex1,35.65323257,2139.193954,349,15285,3,844.9893799,2,0,1,H2K1
function=6 process=0 scan=1437,Hex3HexNAc8dHex1,35.68571854,2141.143112,286,13352,3,857.6445313,1,0,2,H1K2
function=6 process=0 scan=1438,Hex3HexNAc8dHex1,35.70636749,2142.38205,305,13572,3,857.6445313,1,0,2,H1K2
function=6 process=0 scan=1485,Hex3HexNAc8dHex1,36.86926651,2212.155991,268,12113,3,857.6368408,1,0,2,H1K2
function=6 process=0 scan=1486,Hex3HexNAc8dHex1,36.88991547,2213.394928,282,11660,3,857.6368408,1,0,2,H1K2
function=6 process=0 scan=1487,Hex3HexNAc8dHex1,36.91820145,2215.092087,303,12843,3,832.3416748,3,0,0,H3
function=6 process=0 scan=1488,Hex3HexNAc8dHex1,36.9388504,2216.331024,359,14932,3,832.3416748,3,0,0,H3
function=6 process=0 scan=1491,Hex3HexNAc8dHex1,37.0160675,2220.96405,360,14891,3,844.9838867,2,0,1,H2K1
function=6 process=0 scan=1492,Hex3HexNAc8dHex1,37.03675079,2222.205048,325,13365,3,844.9838867,2,0,1,H2K1
function=6 process=0 scan=1493,Hex3HexNAc8dHex1,37.06504822,2223.902893,271,11728,3,857.6463623,1,0,2,H1K2
function=6 process=0 scan=1494,Hex3HexNAc8dHex1,37.08570099,2225.142059,275,11672,3,857.6463623,1,0,2,H1K2
function=5 process=0 scan=1479,Hex3HexNAc8dHex1,37.10991669,2226.595001,305,12941,3,832.343811,3,0,0,H3
function=5 process=0 scan=1480,Hex3HexNAc8dHex1,37.13868332,2228.320999,279,12487,3,832.343811,3,0,0,H3
function=5 process=0 scan=1507,Hex5HexNAc4dHex2,37.80981827,2268.589096,225,17555,2,1095.919922,1,0,1,H1K1
function=6 process=0 scan=1523,Hex5HexNAc4dHex2,37.81393433,2268.83606,274,10729,2,1076.936157,2,0,0,H2
function=5 process=0 scan=1508,Hex5HexNAc4dHex2,37.83048248,2269.828949,236,18704,2,1095.919922,1,0,1,H1K1
function=6 process=0 scan=1524,Hex5HexNAc4dHex2,37.83459854,2270.075912,264,11091,2,1076.936157,2,0,0,H2
function=2 process=0 scan=1175,Hex5HexNAc4dHex2,38.00104904,2280.062943,836,32853,2,1076.935425,2,0,0,H2
function=4 process=0 scan=1476,Hex5HexNAc4dHex2,38.00934982,2280.560989,260,31169,2,1095.910889,1,0,1,H1K1
function=2 process=0 scan=1176,Hex5HexNAc4dHex2,38.0217514,2281.305084,345,16618,2,1076.935425,2,0,0,H2
function=4 process=0 scan=1477,Hex5HexNAc4dHex2,38.03001785,2281.801071,265,27507,2,1095.910889,1,0,1,H1K1
function=3 process=0 scan=1383,Hex5HexNAc4dHex2,38.05410004,2283.246002,284,30088,2,1095.910889,1,0,1,H1K1
function=4 process=0 scan=1478,Hex5HexNAc4dHex2,38.05823517,2283.49411,330,16520,2,1076.937378,2,0,0,H2
function=3 process=0 scan=1384,Hex5HexNAc4dHex2,38.07476807,2284.486084,269,23036,2,1095.910889,1,0,1,H1K1
function=4 process=0 scan=1479,Hex5HexNAc4dHex2,38.07889938,2284.733963,303,14715,2,1076.937378,2,0,0,H2
function=4 process=0 scan=1394,Hex7HexNAc2,35.9798851,2158.793106,292,12836,2,889.8543701,2,0,0,H2
function=5 process=0 scan=1433,Hex7HexNAc2,35.98401642,2159.040985,284,14524,2,908.8277588,1,0,1,H1K1
function=4 process=0 scan=1395,Hex7HexNAc2,36.00051498,2160.030899,316,14250,2,889.8543701,2,0,0,H2
function=5 process=0 scan=1434,Hex7HexNAc2,36.00466537,2160.279922,278,13897,2,908.8277588,1,0,1,H1K1
function=4 process=0 scan=1396,Hex7HexNAc2,36.02881622,2161.728973,280,15095,2,908.8277588,1,0,1,H1K1
function=4 process=0 scan=1397,Hex7HexNAc2,36.04944992,2162.966995,306,16247,2,908.8277588,1,0,1,H1K1
function=3 process=0 scan=1309,Hex7HexNAc2,36.17145157,2170.287094,354,19642,2,889.8533936,2,0,0,H2
function=5 process=0 scan=1441,Hex7HexNAc2,36.17971802,2170.783081,344,21213,2,908.8327637,1,0,1,H1K1
function=3 process=0 scan=1310,Hex7HexNAc2,36.19211578,2171.526947,304,17809,2,889.8533936,2,0,0,H2
function=5 process=0 scan=1442,Hex7HexNAc2,36.20038223,2172.022934,307,20495,2,908.8327637,1,0,1,H1K1
function=2 process=0 scan=1105,Hex7HexNAc2,36.21598434,2172.959061,774,32497,2,889.8533936,2,0,0,H2
function=5 process=0 scan=1443,Hex7HexNAc2,36.22840118,2173.704071,316,21457,2,908.8325806,1,0,1,H1K1
function=2 process=0 scan=1106,Hex7HexNAc2,36.23666763,2174.200058,301,16892,2,889.8533936,2,0,0,H2
function=5 process=0 scan=1444,Hex7HexNAc2,36.24905014,2174.943008,301,22212,2,908.8325806,1,0,1,H1K1
function=3 process=0 scan=1317,Hex7HexNAc2,36.37504959,2182.502975,323,14937,2,927.8109131,0,0,2,K2
function=3 process=0 scan=1318,Hex7HexNAc2,36.39573288,2183.743973,303,14084,2,927.8109131,0,0,2,K2
function=2 process=0 scan=1113,Hex7HexNAc2,36.42010117,2185.20607,888,61755,2,889.8546753,2,0,0,H2
function=3 process=0 scan=1319,Hex7HexNAc2,36.42428207,2185.456924,449,82929,2,908.8310547,1,0,1,H1K1
function=2 process=0 scan=1114,Hex7HexNAc2,36.4408493,2186.450958,460,55082,2,889.8546753,2,0,0,H2
function=3 process=0 scan=1320,Hex7HexNAc2,36.44499969,2186.699982,431,91950,2,908.8310547,1,0,1,H1K1
function=3 process=0 scan=1325,Hex7HexNAc2,36.57104874,2194.262924,355,16751,2,927.8114624,0,0,2,K2
function=3 process=0 scan=1326,Hex7HexNAc2,36.59173203,2195.503922,316,15009,2,927.8114624,0,0,2,K2
function=2 process=0 scan=1121,Hex7HexNAc2,36.61588287,2196.952972,969,260760,2,908.8328857,1,0,1,H1K1
function=3 process=0 scan=1327,Hex7HexNAc2,36.6200676,2197.204056,591,145215,2,889.855835,2,0,0,H2
function=2 process=0 scan=1126,Hex7HexNAc2,36.7629509,2205.777054,650,27784,2,927.8120117,0,0,2,K2
function=2 process=0 scan=1127,Hex7HexNAc2,36.78361511,2207.016907,296,15548,2,927.8120117,0,0,2,K2
function=2 process=0 scan=1128,Hex7HexNAc2,36.81193161,2208.715897,1106,242002,2,908.8328857,1,0,1,H1K1
function=3 process=0 scan=1334,Hex7HexNAc2,36.81611633,2208.96698,597,134825,2,889.8563843,2,0,0,H2
function=4 process=0 scan=1434,Hex7HexNAc2,36.95881653,2217.528992,298,12951,2,927.8110962,0,0,2,K2
function=4 process=0 scan=1435,Hex7HexNAc2,36.97946548,2218.767929,312,11872,2,927.8110962,0,0,2,K2
function=2 process=0 scan=1135,Hex7HexNAc2,36.99948502,2219.969101,861,77488,2,908.8308105,1,0,1,H1K1
function=3 process=0 scan=1341,Hex7HexNAc2,37.00366592,2220.219955,401,41106,2,889.8555908,2,0,0,H2
function=2 process=0 scan=1136,Hex7HexNAc2,37.02019882,2221.211929,333,47976,2,908.8308105,1,0,1,H1K1
function=3 process=0 scan=1342,Hex7HexNAc2,37.02434921,2221.460953,375,35283,2,889.8555908,2,0,0,H2
function=3 process=0 scan=1349,Hex7HexNAc2,37.20769882,2232.461929,345,22002,2,908.8343506,1,0,1,H1K1
function=4 process=0 scan=1444,Hex7HexNAc2,37.21183395,2232.710037,344,20644,2,889.8530884,2,0,0,H2
function=3 process=0 scan=1350,Hex7HexNAc2,37.22838211,2233.702927,329,21135,2,908.8343506,1,0,1,H1K1
function=4 process=0 scan=1445,Hex7HexNAc2,37.23251724,2233.951035,332,19459,2,889.8530884,2,0,0,H2
function=5 process=0 scan=1485,Hex7HexNAc2,37.26493454,2235.896072,343,19832,2,889.8540039,2,0,0,H2
function=5 process=0 scan=1486,Hex7HexNAc2,37.2855835,2237.13501,357,19212,2,889.8540039,2,0,0,H2
function=5 process=0 scan=1435,Hex3HexNAc7dHex2,36.03293228,2161.975937,222,6644,2,1219.499146,2,0,0,H2
function=5 process=0 scan=1436,Hex3HexNAc7dHex2,36.05358505,2163.215103,196,6296,2,1219.499146,2,0,0,H2
function=6 process=0 scan=1469,Hex3HexNAc7dHex2,36.4856987,2189.141922,270,9192,2,1219.499512,2,0,0,H2
function=6 process=0 scan=1470,Hex3HexNAc7dHex2,36.50638199,2190.382919,255,8469,2,1219.499512,2,0,0,H2
function=6 process=0 scan=1471,Hex3HexNAc7dHex2,36.53446579,2192.067947,320,13061,3,838.6392212,1,0,2,H1K2
function=6 process=0 scan=1472,Hex3HexNAc7dHex2,36.55509949,2193.305969,313,12424,3,838.6392212,1,0,2,H1K2
function=4 process=0 scan=1418,Hex3HexNAc7dHex2,36.57519913,2194.511948,340,15317,3,825.9855347,2,0,1,H2K1
function=6 process=0 scan=1473,Hex3HexNAc7dHex2,36.58346558,2195.007935,285,12123,3,813.3396606,3,0,0,H3
function=4 process=0 scan=1419,Hex3HexNAc7dHex2,36.59586716,2195.752029,358,17192,3,825.9855347,2,0,1,H2K1
function=6 process=0 scan=1474,Hex3HexNAc7dHex2,36.60413361,2196.248016,291,12629,3,813.3396606,3,0,0,H3
function=4 process=0 scan=1422,Hex3HexNAc7dHex2,36.66516495,2199.909897,299,12721,2,1219.498535,2,0,0,H2
