Precursor Name, Precursor Formula, Precursor Adduct, Precursor Charge
H3N4S1,C74O44N8H122,[M+H2],2
H3N4S1,C74O44N8H122,[M+H3],3
H3N4S1F1,C80O48N8H132,[M+H1],1
H3N4S1F1,C80O48N8H132,[M+H2],2
H3N4S1F1,C80O48N8H132,[M+H3],3
H3N4S1F2,C86O52N8H142,[M+H1],1
H3N4S1F2,C86O52N8H142,[M+H2],2
H3N4S1F2,C86O52N8H142,[M+H3],3
H3N4S1F3,C92O56N8H152,[M+H1],1
H3N4S1F3,C92O56N8H152,[M+H2],2
H3N4S1F3,C92O56N8H152,[M+H3],3
H3N5,C71O41N8H118,[M+H1],1
H3N5,C71O41N8H118,[M+H2],2
H3N5,C71O41N8H118,[M+H3],3
H3N5F1,C77O45N8H128,[M+H1],1
H3N5F1,C77O45N8H128,[M+H2],2
H3N5F1,C77O45N8H128,[M+H3],3
H3N5F2,C83O49N8H138,[M+H1],1
H3N5F2,C83O49N8H138,[M+H2],2
H3N5F2,C83O49N8H138,[M+H3],3
H3N5F3,C89O53N8H148,[M+H1],1
H3N5F3,C89O53N8H148,[M+H2],2
H3N5F3,C89O53N8H148,[M+H3],3
H3N5F4,C95O57N8H158,[M+H1],1
H3N5F4,C95O57N8H158,[M+H2],2
H3N5F4,C95O57N8H158,[M+H3],3
H3N5S1,C82O49N9H135,[M+H1],1
H3N5S1,C82O49N9H135,[M+H2],2
H3N5S1,C82O49N9H135,[M+H3],3
H3N5S1F1,C88O53N9H145,[M+H1],1
H3N5S1F1,C88O53N9H145,[M+H2],2
H3N5S1F1,C88O53N9H145,[M+H3],3
H3N5S1F2,C94O57N9H155,[M+H1],1
H3N5S1F2,C94O57N9H155,[M+H2],2
H3N5S1F2,C94O57N9H155,[M+H3],3
H3N5S1F3,C100O61N9H165,[M+H1],1
H3N5S1F3,C100O61N9H165,[M+H2],2
H3N5S1F3,C100O61N9H165,[M+H3],3
H3N5S1F4,C106O65N9H175,[M+H1],1
H3N5S1F4,C106O65N9H175,[M+H2],2
H3N5S1F4,C106O65N9H175,[M+H3],3
H3N6,C79O46N9H131,[M+H1],1
H3N6,C79O46N9H131,[M+H2],2
H3N6,C79O46N9H131,[M+H3],3
H3N6F1,C85O50N9H141,[M+H1],1
H3N6F1,C85O50N9H141,[M+H2],2
H3N6F1,C85O50N9H141,[M+H3],3
H3N6F2,C91O54N9H151,[M+H1],1
H3N6F2,C91O54N9H151,[M+H2],2
H3N6F2,C91O54N9H151,[M+H3],3
H3N6F3,C97O58N9H161,[M+H1],1
H3N6F3,C97O58N9H161,[M+H2],2
H3N6F3,C97O58N9H161,[M+H3],3
H3N6F4,C103O62N9H171,[M+H1],1
H3N6F4,C103O62N9H171,[M+H2],2
H3N6F4,C103O62N9H171,[M+H3],3
H3N6S1,C90O54N10H148,[M+H1],1
H3N6S1,C90O54N10H148,[M+H2],2
H3N6S1,C90O54N10H148,[M+H3],3
H3N6S1F1,C96O58N10H158,[M+H1],1
H3N6S1F1,C96O58N10H158,[M+H2],2
H3N6S1F1,C96O58N10H158,[M+H3],3
H3N6S1F2,C102O62N10H168,[M+H1],1
H3N6S1F2,C102O62N10H168,[M+H2],2
H3N6S1F2,C102O62N10H168,[M+H3],3
H3N6S1F3,C108O66N10H178,[M+H1],1
H3N6S1F3,C108O66N10H178,[M+H2],2
H3N6S1F3,C108O66N10H178,[M+H3],3
H3N6S1F4,C114O70N10H188,[M+H1],1
H3N6S1F4,C114O70N10H188,[M+H2],2
H3N6S1F4,C114O70N10H188,[M+H3],3
H3N7,C87O51N10H144,[M+H1],1
H3N7,C87O51N10H144,[M+H2],2
H3N7,C87O51N10H144,[M+H3],3
H3N7F1,C93O55N10H154,[M+H1],1
H3N7F1,C93O55N10H154,[M+H2],2
H3N7F1,C93O55N10H154,[M+H3],3
H3N7F2,C99O59N10H164,[M+H1],1
H3N7F2,C99O59N10H164,[M+H2],2
H3N7F2,C99O59N10H164,[M+H3],3
H3N7F3,C105O63N10H174,[M+H1],1
H3N7F3,C105O63N10H174,[M+H2],2
H3N7F3,C105O63N10H174,[M+H3],3
H3N7F4,C111O67N10H184,[M+H1],1
H3N7F4,C111O67N10H184,[M+H2],2
H3N7F4,C111O67N10H184,[M+H3],3
H3N7S1,C98O59N11H161,[M+H1],1
H3N7S1,C98O59N11H161,[M+H2],2
H3N7S1,C98O59N11H161,[M+H3],3
H3N7S1F1,C104O63N11H171,[M+H1],1
H3N7S1F1,C104O63N11H171,[M+H2],2
H3N7S1F1,C104O63N11H171,[M+H3],3
H3N7S1F2,C110O67N11H181,[M+H1],1
H3N7S1F2,C110O67N11H181,[M+H2],2
H3N7S1F2,C110O67N11H181,[M+H3],3
H3N7S1F3,C116O71N11H191,[M+H1],1
H3N7S1F3,C116O71N11H191,[M+H2],2
H3N7S1F3,C116O71N11H191,[M+H3],3
H3N7S1F4,C122O75N11H201,[M+H1],1
H3N7S1F4,C122O75N11H201,[M+H2],2
H3N7S1F4,C122O75N11H201,[M+H3],3
H3N8,C95O56N11H157,[M+H1],1
H3N8,C95O56N11H157,[M+H2],2
H3N8,C95O56N11H157,[M+H3],3
H3N8F1,C101O60N11H167,[M+H1],1
H3N8F1,C101O60N11H167,[M+H2],2
H3N8F1,C101O60N11H167,[M+H3],3
H3N8F2,C107O64N11H177,[M+H1],1
H3N8F2,C107O64N11H177,[M+H2],2
H3N8F2,C107O64N11H177,[M+H3],3
H3N8F3,C113O68N11H187,[M+H1],1
H3N8F3,C113O68N11H187,[M+H2],2
H3N8F3,C113O68N11H187,[M+H3],3
H3N8F4,C119O72N11H197,[M+H1],1
H3N8F4,C119O72N11H197,[M+H2],2
H3N8F4,C119O72N11H197,[M+H3],3
H3N8S1,C106O64N12H174,[M+H1],1
H3N8S1,C106O64N12H174,[M+H2],2
H3N8S1,C106O64N12H174,[M+H3],3
H3N8S1F1,C112O68N12H184,[M+H1],1
H3N8S1F1,C112O68N12H184,[M+H2],2
H3N8S1F1,C112O68N12H184,[M+H3],3
H3N8S1F2,C118O72N12H194,[M+H1],1
H3N8S1F2,C118O72N12H194,[M+H2],2
H3N8S1F2,C118O72N12H194,[M+H3],3
H3N8S1F3,C124O76N12H204,[M+H1],1
H3N8S1F3,C124O76N12H204,[M+H2],2
H3N8S1F3,C124O76N12H204,[M+H3],3
H3N8S1F4,C130O80N12H214,[M+H1],1
H3N8S1F4,C130O80N12H214,[M+H2],2
H3N8S1F4,C130O80N12H214,[M+H3],3
H3N9,C103O61N12H170,[M+H1],1
H3N9,C103O61N12H170,[M+H2],2
H3N9,C103O61N12H170,[M+H3],3
H3N9F1,C109O65N12H180,[M+H1],1
H3N9F1,C109O65N12H180,[M+H2],2
H3N9F1,C109O65N12H180,[M+H3],3
H3N9F2,C115O69N12H190,[M+H1],1
H3N9F2,C115O69N12H190,[M+H2],2
H3N9F2,C115O69N12H190,[M+H3],3
H3N9F3,C121O73N12H200,[M+H1],1
H3N9F3,C121O73N12H200,[M+H2],2
H3N9F3,C121O73N12H200,[M+H3],3
H3N9F4,C127O77N12H210,[M+H1],1
H3N9F4,C127O77N12H210,[M+H2],2
H3N9F4,C127O77N12H210,[M+H3],3
H3N9S1,C114O69N13H187,[M+H1],1
H3N9S1,C114O69N13H187,[M+H2],2
H3N9S1,C114O69N13H187,[M+H3],3
H3N9S1F1,C120O73N13H197,[M+H1],1
H3N9S1F1,C120O73N13H197,[M+H2],2
H3N9S1F1,C120O73N13H197,[M+H3],3
H3N9S1F2,C126O77N13H207,[M+H1],1
H3N9S1F2,C126O77N13H207,[M+H2],2
H3N9S1F2,C126O77N13H207,[M+H3],3
H3N9S1F3,C132O81N13H217,[M+H1],1
H3N9S1F3,C132O81N13H217,[M+H2],2
H3N9S1F3,C132O81N13H217,[M+H3],3
H3N9S1F4,C138O85N13H227,[M+H1],1
H3N9S1F4,C138O85N13H227,[M+H2],2
H3N9S1F4,C138O85N13H227,[M+H3],3
H4N10,C117O71N13H193,[M+H1],1
H4N10,C117O71N13H193,[M+H2],2
H4N10,C117O71N13H193,[M+H3],3
H4N10F1,C123O75N13H203,[M+H1],1
H4N10F1,C123O75N13H203,[M+H2],2
H4N10F1,C123O75N13H203,[M+H3],3
H4N10F2,C129O79N13H213,[M+H1],1
H4N10F2,C129O79N13H213,[M+H2],2
H4N10F2,C129O79N13H213,[M+H3],3
H4N10F3,C135O83N13H223,[M+H1],1
H4N10F3,C135O83N13H223,[M+H2],2
H4N10F3,C135O83N13H223,[M+H3],3
H4N10F4,C141O87N13H233,[M+H1],1
H4N10F4,C141O87N13H233,[M+H2],2
H4N10F4,C141O87N13H233,[M+H3],3
H4N10S1,C128O79N14H210,[M+H1],1
H4N10S1,C128O79N14H210,[M+H2],2
H4N10S1,C128O79N14H210,[M+H3],3
H4N10S1F1,C134O83N14H220,[M+H1],1
H4N10S1F1,C134O83N14H220,[M+H2],2
H4N10S1F1,C134O83N14H220,[M+H3],3
H4N10S1F2,C140O87N14H230,[M+H1],1
H4N10S1F2,C140O87N14H230,[M+H2],2
H4N10S1F2,C140O87N14H230,[M+H3],3
H4N10S1F3,C146O91N14H240,[M+H1],1
H4N10S1F3,C146O91N14H240,[M+H2],2
H4N10S1F3,C146O91N14H240,[M+H3],3
H4N10S1F4,C152O95N14H250,[M+H1],1
H4N10S1F4,C152O95N14H250,[M+H2],2
H4N10S1F4,C152O95N14H250,[M+H3],3
H4N10S2,C139O87N15H227,[M+H1],1
H4N10S2,C139O87N15H227,[M+H2],2
H4N10S2,C139O87N15H227,[M+H3],3
H4N10S2F1,C145O91N15H237,[M+H1],1
H4N10S2F1,C145O91N15H237,[M+H2],2
H4N10S2F1,C145O91N15H237,[M+H3],3
H4N10S2F2,C151O95N15H247,[M+H1],1
H4N10S2F2,C151O95N15H247,[M+H2],2
H4N10S2F2,C151O95N15H247,[M+H3],3
H4N10S2F3,C157O99N15H257,[M+H1],1
H4N10S2F3,C157O99N15H257,[M+H2],2
H4N10S2F3,C157O99N15H257,[M+H3],3
H4N10S2F4,C163O103N15H267,[M+H1],1
H4N10S2F4,C163O103N15H267,[M+H2],2
H4N10S2F4,C163O103N15H267,[M+H3],3
H4N2,C53O31N5H89,[M+H1],1
H4N2,C53O31N5H89,[M+H2],2
H4N2,C53O31N5H89,[M+H3],3
H4N2F1,C59O35N5H99,[M+H1],1
H4N2F1,C59O35N5H99,[M+H2],2
H4N2F1,C59O35N5H99,[M+H3],3
H4N3,C61O36N6H102,[M+H1],1
H4N3,C61O36N6H102,[M+H2],2
H4N3,C61O36N6H102,[M+H3],3
H4N3F1,C67O40N6H112,[M+H1],1
H4N3F1,C67O40N6H112,[M+H2],2
H4N3F1,C67O40N6H112,[M+H3],3
H4N3F2,C73O44N6H122,[M+H1],1
H4N3F2,C73O44N6H122,[M+H2],2
H4N3F2,C73O44N6H122,[M+H3],3
H4N3S1,C72O44N7H119,[M+H1],1
H4N3S1,C72O44N7H119,[M+H2],2
H4N3S1,C72O44N7H119,[M+H3],3
H4N3S1F1,C78O48N7H129,[M+H1],1
H4N3S1F1,C78O48N7H129,[M+H2],2
H4N3S1F1,C78O48N7H129,[M+H3],3
H4N3S1F2,C84O52N7H139,[M+H1],1
H4N3S1F2,C84O52N7H139,[M+H2],2
H4N3S1F2,C84O52N7H139,[M+H3],3
H4N3S2,C83O52N8H136,[M+H1],1
H4N3S2,C83O52N8H136,[M+H2],2
H4N3S2,C83O52N8H136,[M+H3],3
H4N3S2F1,C89O56N8H146,[M+H1],1
H4N3S2F1,C89O56N8H146,[M+H2],2
H4N3S2F1,C89O56N8H146,[M+H3],3
H4N3S2F2,C95O60N8H156,[M+H1],1
H4N3S2F2,C95O60N8H156,[M+H2],2
H4N3S2F2,C95O60N8H156,[M+H3],3
H4N4,C69O41N7H115,[M+H1],1
H4N4,C69O41N7H115,[M+H2],2
H4N4,C69O41N7H115,[M+H3],3
H4N4F1,C75O45N7H125,[M+H1],1
H4N4F1,C75O45N7H125,[M+H2],2
H4N4F1,C75O45N7H125,[M+H3],3
H4N4F2,C81O49N7H135,[M+H1],1
H4N4F2,C81O49N7H135,[M+H2],2
H4N4F2,C81O49N7H135,[M+H3],3
H4N4F3,C87O53N7H145,[M+H1],1
H4N4F3,C87O53N7H145,[M+H2],2
H4N4F3,C87O53N7H145,[M+H3],3
H4N4S1,C80O49N8H132,[M+H1],1
H4N4S1,C80O49N8H132,[M+H2],2
H4N4S1,C80O49N8H132,[M+H3],3
H4N4S1F1,C86O53N8H142,[M+H1],1
H4N4S1F1,C86O53N8H142,[M+H2],2
H4N4S1F1,C86O53N8H142,[M+H3],3
H4N4S1F2,C92O57N8H152,[M+H1],1
H4N4S1F2,C92O57N8H152,[M+H2],2
H4N4S1F2,C92O57N8H152,[M+H3],3
H4N4S1F3,C98O61N8H162,[M+H1],1
H4N4S1F3,C98O61N8H162,[M+H2],2
H4N4S1F3,C98O61N8H162,[M+H3],3
H4N4S2,C91O57N9H149,[M+H1],1
H4N4S2,C91O57N9H149,[M+H2],2
H4N4S2,C91O57N9H149,[M+H3],3
H4N4S2F1,C97O61N9H159,[M+H1],1
H4N4S2F1,C97O61N9H159,[M+H2],2
H4N4S2F1,C97O61N9H159,[M+H3],3
H4N4S2F2,C103O65N9H169,[M+H1],1
H4N4S2F2,C103O65N9H169,[M+H2],2
H4N4S2F2,C103O65N9H169,[M+H3],3
H4N4S2F3,C109O69N9H179,[M+H1],1
H4N4S2F3,C109O69N9H179,[M+H2],2
H4N4S2F3,C109O69N9H179,[M+H3],3
H4N5,C77O46N8H128,[M+H1],1
H4N5,C77O46N8H128,[M+H2],2
H4N5,C77O46N8H128,[M+H3],3
H4N5F1,C83O50N8H138,[M+H1],1
H4N5F1,C83O50N8H138,[M+H2],2
H4N5F1,C83O50N8H138,[M+H3],3
H4N5F2,C89O54N8H148,[M+H1],1
H4N5F2,C89O54N8H148,[M+H2],2
H4N5F2,C89O54N8H148,[M+H3],3
H4N5F3,C95O58N8H158,[M+H1],1
H4N5F3,C95O58N8H158,[M+H2],2
H4N5F3,C95O58N8H158,[M+H3],3
H4N5F4,C101O62N8H168,[M+H1],1
H4N5F4,C101O62N8H168,[M+H2],2
H4N5F4,C101O62N8H168,[M+H3],3
H4N5S1,C88O54N9H145,[M+H1],1
H4N5S1,C88O54N9H145,[M+H2],2
H4N5S1,C88O54N9H145,[M+H3],3
H4N5S1F1,C94O58N9H155,[M+H1],1
H4N5S1F1,C94O58N9H155,[M+H2],2
H4N5S1F1,C94O58N9H155,[M+H3],3
H4N5S1F2,C100O62N9H165,[M+H1],1
H4N5S1F2,C100O62N9H165,[M+H2],2
H4N5S1F2,C100O62N9H165,[M+H3],3
H4N5S1F3,C106O66N9H175,[M+H1],1
H4N5S1F3,C106O66N9H175,[M+H2],2
H4N5S1F3,C106O66N9H175,[M+H3],3
H4N5S1F4,C112O70N9H185,[M+H1],1
H4N5S1F4,C112O70N9H185,[M+H2],2
H4N5S1F4,C112O70N9H185,[M+H3],3
H4N5S2,C99O62N10H162,[M+H1],1
H4N5S2,C99O62N10H162,[M+H2],2
H4N5S2,C99O62N10H162,[M+H3],3
H4N5S2F1,C105O66N10H172,[M+H1],1
H4N5S2F1,C105O66N10H172,[M+H2],2
H4N5S2F1,C105O66N10H172,[M+H3],3
H4N5S2F2,C111O70N10H182,[M+H1],1
H4N5S2F2,C111O70N10H182,[M+H2],2
H4N5S2F2,C111O70N10H182,[M+H3],3
H4N5S2F3,C117O74N10H192,[M+H1],1
H4N5S2F3,C117O74N10H192,[M+H2],2
H4N5S2F3,C117O74N10H192,[M+H3],3
H4N5S2F4,C123O78N10H202,[M+H1],1
H4N5S2F4,C123O78N10H202,[M+H2],2
H4N5S2F4,C123O78N10H202,[M+H3],3
H4N6,C85O51N9H141,[M+H1],1
H4N6,C85O51N9H141,[M+H2],2
H4N6,C85O51N9H141,[M+H3],3
H4N6F1,C91O55N9H151,[M+H1],1
H4N6F1,C91O55N9H151,[M+H2],2
H4N6F1,C91O55N9H151,[M+H3],3
H4N6F2,C97O59N9H161,[M+H1],1
H4N6F2,C97O59N9H161,[M+H2],2
H4N6F2,C97O59N9H161,[M+H3],3
H4N6F3,C103O63N9H171,[M+H1],1
H4N6F3,C103O63N9H171,[M+H2],2
H4N6F3,C103O63N9H171,[M+H3],3
H4N6F4,C109O67N9H181,[M+H1],1
H4N6F4,C109O67N9H181,[M+H2],2
H4N6F4,C109O67N9H181,[M+H3],3
H4N6S1,C96O59N10H158,[M+H1],1
H4N6S1,C96O59N10H158,[M+H2],2
H4N6S1,C96O59N10H158,[M+H3],3
H4N6S1F1,C102O63N10H168,[M+H1],1
H4N6S1F1,C102O63N10H168,[M+H2],2
H4N6S1F1,C102O63N10H168,[M+H3],3
H4N6S1F2,C108O67N10H178,[M+H1],1
H4N6S1F2,C108O67N10H178,[M+H2],2
H4N6S1F2,C108O67N10H178,[M+H3],3
H4N6S1F3,C114O71N10H188,[M+H1],1
H4N6S1F3,C114O71N10H188,[M+H2],2
H4N6S1F3,C114O71N10H188,[M+H3],3
H4N6S1F4,C120O75N10H198,[M+H1],1
H4N6S1F4,C120O75N10H198,[M+H2],2
H4N6S1F4,C120O75N10H198,[M+H3],3
H4N6S2,C107O67N11H175,[M+H1],1
H4N6S2,C107O67N11H175,[M+H2],2
H4N6S2,C107O67N11H175,[M+H3],3
H4N6S2F1,C113O71N11H185,[M+H1],1
H4N6S2F1,C113O71N11H185,[M+H2],2
H4N6S2F1,C113O71N11H185,[M+H3],3
H4N6S2F2,C119O75N11H195,[M+H1],1
H4N6S2F2,C119O75N11H195,[M+H2],2
H4N6S2F2,C119O75N11H195,[M+H3],3
H4N6S2F3,C125O79N11H205,[M+H1],1
H4N6S2F3,C125O79N11H205,[M+H2],2
H4N6S2F3,C125O79N11H205,[M+H3],3
H4N6S2F4,C131O83N11H215,[M+H1],1
H4N6S2F4,C131O83N11H215,[M+H2],2
H4N6S2F4,C131O83N11H215,[M+H3],3
H4N7,C93O56N10H154,[M+H1],1
H4N7,C93O56N10H154,[M+H2],2
H4N7,C93O56N10H154,[M+H3],3
H4N7F1,C99O60N10H164,[M+H1],1
H4N7F1,C99O60N10H164,[M+H2],2
H4N7F1,C99O60N10H164,[M+H3],3
H4N7F2,C105O64N10H174,[M+H1],1
H4N7F2,C105O64N10H174,[M+H2],2
H4N7F2,C105O64N10H174,[M+H3],3
H4N7F3,C111O68N10H184,[M+H1],1
H4N7F3,C111O68N10H184,[M+H2],2
H4N7F3,C111O68N10H184,[M+H3],3
H4N7F4,C117O72N10H194,[M+H1],1
H4N7F4,C117O72N10H194,[M+H2],2
H4N7F4,C117O72N10H194,[M+H3],3
H4N7S1,C104O64N11H171,[M+H1],1
H4N7S1,C104O64N11H171,[M+H2],2
H4N7S1,C104O64N11H171,[M+H3],3
H4N7S1F1,C110O68N11H181,[M+H1],1
H4N7S1F1,C110O68N11H181,[M+H2],2
H4N7S1F1,C110O68N11H181,[M+H3],3
H4N7S1F2,C116O72N11H191,[M+H1],1
H4N7S1F2,C116O72N11H191,[M+H2],2
H4N7S1F2,C116O72N11H191,[M+H3],3
H4N7S1F3,C122O76N11H201,[M+H1],1
H4N7S1F3,C122O76N11H201,[M+H2],2
H4N7S1F3,C122O76N11H201,[M+H3],3
H4N7S1F4,C128O80N11H211,[M+H1],1
H4N7S1F4,C128O80N11H211,[M+H2],2
H4N7S1F4,C128O80N11H211,[M+H3],3
H4N7S2,C115O72N12H188,[M+H1],1
H4N7S2,C115O72N12H188,[M+H2],2
H4N7S2,C115O72N12H188,[M+H3],3
H4N7S2F1,C121O76N12H198,[M+H1],1
H4N7S2F1,C121O76N12H198,[M+H2],2
H4N7S2F1,C121O76N12H198,[M+H3],3
H4N7S2F2,C127O80N12H208,[M+H1],1
H4N7S2F2,C127O80N12H208,[M+H2],2
H4N7S2F2,C127O80N12H208,[M+H3],3
H4N7S2F3,C133O84N12H218,[M+H1],1
H4N7S2F3,C133O84N12H218,[M+H2],2
H4N7S2F3,C133O84N12H218,[M+H3],3
H4N7S2F4,C139O88N12H228,[M+H1],1
H4N7S2F4,C139O88N12H228,[M+H2],2
H4N7S2F4,C139O88N12H228,[M+H3],3
H4N8,C101O61N11H167,[M+H1],1
H4N8,C101O61N11H167,[M+H2],2
H4N8,C101O61N11H167,[M+H3],3
H4N8F1,C107O65N11H177,[M+H1],1
H4N8F1,C107O65N11H177,[M+H2],2
H4N8F1,C107O65N11H177,[M+H3],3
H4N8F2,C113O69N11H187,[M+H1],1
H4N8F2,C113O69N11H187,[M+H2],2
H4N8F2,C113O69N11H187,[M+H3],3
H4N8F3,C119O73N11H197,[M+H1],1
H4N8F3,C119O73N11H197,[M+H2],2
H4N8F3,C119O73N11H197,[M+H3],3
H4N8F4,C125O77N11H207,[M+H1],1
H4N8F4,C125O77N11H207,[M+H2],2
H4N8F4,C125O77N11H207,[M+H3],3
H4N8S1,C112O69N12H184,[M+H1],1
H4N8S1,C112O69N12H184,[M+H2],2
H4N8S1,C112O69N12H184,[M+H3],3
H4N8S1F1,C118O73N12H194,[M+H1],1
H4N8S1F1,C118O73N12H194,[M+H2],2
H4N8S1F1,C118O73N12H194,[M+H3],3
H4N8S1F2,C124O77N12H204,[M+H1],1
H4N8S1F2,C124O77N12H204,[M+H2],2
H4N8S1F2,C124O77N12H204,[M+H3],3
H4N8S1F3,C130O81N12H214,[M+H1],1
H4N8S1F3,C130O81N12H214,[M+H2],2
H4N8S1F3,C130O81N12H214,[M+H3],3
H4N8S1F4,C136O85N12H224,[M+H1],1
H4N8S1F4,C136O85N12H224,[M+H2],2
H4N8S1F4,C136O85N12H224,[M+H3],3
H4N8S2,C123O77N13H201,[M+H1],1
H4N8S2,C123O77N13H201,[M+H2],2
H4N8S2,C123O77N13H201,[M+H3],3
H4N8S2F1,C129O81N13H211,[M+H1],1
H4N8S2F1,C129O81N13H211,[M+H2],2
H4N8S2F1,C129O81N13H211,[M+H3],3
H4N8S2F2,C135O85N13H221,[M+H1],1
H4N8S2F2,C135O85N13H221,[M+H2],2
H4N8S2F2,C135O85N13H221,[M+H3],3
H4N8S2F3,C141O89N13H231,[M+H1],1
H4N8S2F3,C141O89N13H231,[M+H2],2
H4N8S2F3,C141O89N13H231,[M+H3],3
H4N8S2F4,C147O93N13H241,[M+H1],1
H4N8S2F4,C147O93N13H241,[M+H2],2
H4N8S2F4,C147O93N13H241,[M+H3],3
H4N9,C109O66N12H180,[M+H1],1
H4N9,C109O66N12H180,[M+H2],2
H4N9,C109O66N12H180,[M+H3],3
H4N9F1,C115O70N12H190,[M+H1],1
H4N9F1,C115O70N12H190,[M+H2],2
H4N9F1,C115O70N12H190,[M+H3],3
H4N9F2,C121O74N12H200,[M+H1],1
H4N9F2,C121O74N12H200,[M+H2],2
H4N9F2,C121O74N12H200,[M+H3],3
H4N9F3,C127O78N12H210,[M+H1],1
H4N9F3,C127O78N12H210,[M+H2],2
H4N9F3,C127O78N12H210,[M+H3],3
H4N9F4,C133O82N12H220,[M+H1],1
H4N9F4,C133O82N12H220,[M+H2],2
H4N9F4,C133O82N12H220,[M+H3],3
H4N9S1,C120O74N13H197,[M+H1],1
H4N9S1,C120O74N13H197,[M+H2],2
H4N9S1,C120O74N13H197,[M+H3],3
H4N9S1F1,C126O78N13H207,[M+H1],1
H4N9S1F1,C126O78N13H207,[M+H2],2
H4N9S1F1,C126O78N13H207,[M+H3],3
H4N9S1F2,C132O82N13H217,[M+H1],1
H4N9S1F2,C132O82N13H217,[M+H2],2
H4N9S1F2,C132O82N13H217,[M+H3],3
H4N9S1F3,C138O86N13H227,[M+H1],1
H4N9S1F3,C138O86N13H227,[M+H2],2
H4N9S1F3,C138O86N13H227,[M+H3],3
H4N9S1F4,C144O90N13H237,[M+H1],1
H4N9S1F4,C144O90N13H237,[M+H2],2
H4N9S1F4,C144O90N13H237,[M+H3],3
H4N9S2,C131O82N14H214,[M+H1],1
H4N9S2,C131O82N14H214,[M+H2],2
H4N9S2,C131O82N14H214,[M+H3],3
H4N9S2F1,C137O86N14H224,[M+H1],1
H4N9S2F1,C137O86N14H224,[M+H2],2
H4N9S2F1,C137O86N14H224,[M+H3],3
H4N9S2F2,C143O90N14H234,[M+H1],1
H4N9S2F2,C143O90N14H234,[M+H2],2
H4N9S2F2,C143O90N14H234,[M+H3],3
H4N9S2F3,C149O94N14H244,[M+H1],1
H4N9S2F3,C149O94N14H244,[M+H2],2
H4N9S2F3,C149O94N14H244,[M+H3],3
H4N9S2F4,C155O98N14H254,[M+H1],1
H4N9S2F4,C155O98N14H254,[M+H2],2
H4N9S2F4,C155O98N14H254,[M+H3],3
H5N10,C123O76N13H203,[M+H1],1
H5N10,C123O76N13H203,[M+H2],2
H5N10,C123O76N13H203,[M+H3],3
H5N10F1,C129O80N13H213,[M+H1],1
H5N10F1,C129O80N13H213,[M+H2],2
H5N10F1,C129O80N13H213,[M+H3],3
H5N10F2,C135O84N13H223,[M+H1],1
H5N10F2,C135O84N13H223,[M+H2],2
H5N10F2,C135O84N13H223,[M+H3],3
H5N10F3,C141O88N13H233,[M+H1],1
H5N10F3,C141O88N13H233,[M+H2],2
H5N10F3,C141O88N13H233,[M+H3],3
H5N10F4,C147O92N13H243,[M+H1],1
H5N10F4,C147O92N13H243,[M+H2],2
H5N10F4,C147O92N13H243,[M+H3],3
H5N10S1,C134O84N14H220,[M+H1],1
H5N10S1,C134O84N14H220,[M+H2],2
H5N10S1,C134O84N14H220,[M+H3],3
H5N10S1F1,C140O88N14H230,[M+H1],1
H5N10S1F1,C140O88N14H230,[M+H2],2
H5N10S1F1,C140O88N14H230,[M+H3],3
H5N10S1F2,C146O92N14H240,[M+H1],1
H5N10S1F2,C146O92N14H240,[M+H2],2
H5N10S1F2,C146O92N14H240,[M+H3],3
H5N10S1F3,C152O96N14H250,[M+H1],1
H5N10S1F3,C152O96N14H250,[M+H2],2
H5N10S1F3,C152O96N14H250,[M+H3],3
H5N10S1F4,C158O100N14H260,[M+H1],1
H5N10S1F4,C158O100N14H260,[M+H2],2
H5N10S1F4,C158O100N14H260,[M+H3],3
H5N10S2,C145O92N15H237,[M+H1],1
H5N10S2,C145O92N15H237,[M+H2],2
H5N10S2,C145O92N15H237,[M+H3],3
H5N10S2F1,C151O96N15H247,[M+H1],1
H5N10S2F1,C151O96N15H247,[M+H2],2
H5N10S2F1,C151O96N15H247,[M+H3],3
H5N10S2F2,C157O100N15H257,[M+H1],1
H5N10S2F2,C157O100N15H257,[M+H2],2
H5N10S2F2,C157O100N15H257,[M+H3],3
H5N10S2F3,C163O104N15H267,[M+H1],1
H5N10S2F3,C163O104N15H267,[M+H2],2
H5N10S2F3,C163O104N15H267,[M+H3],3
H5N10S2F4,C169O108N15H277,[M+H1],1
H5N10S2F4,C169O108N15H277,[M+H2],2
H5N10S2F4,C169O108N15H277,[M+H3],3
H5N10S3,C156O100N16H254,[M+H1],1
H5N10S3,C156O100N16H254,[M+H2],2
H5N10S3,C156O100N16H254,[M+H3],3
H5N10S3F1,C162O104N16H264,[M+H1],1
H5N10S3F1,C162O104N16H264,[M+H2],2
H5N10S3F1,C162O104N16H264,[M+H3],3
H5N10S3F2,C168O108N16H274,[M+H1],1
H5N10S3F2,C168O108N16H274,[M+H2],2
H5N10S3F2,C168O108N16H274,[M+H3],3
H5N10S3F3,C174O112N16H284,[M+H1],1
H5N10S3F3,C174O112N16H284,[M+H2],2
H5N10S3F3,C174O112N16H284,[M+H3],3
H5N10S3F4,C180O116N16H294,[M+H1],1
H5N10S3F4,C180O116N16H294,[M+H2],2
H5N10S3F4,C180O116N16H294,[M+H3],3
H5N2,C59O36N5H99,[M+H1],1
H5N2,C59O36N5H99,[M+H2],2
